MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,111,85,10800,1,2,3,4,5,6,7,55,9,9,10,11,8,5,2007,2008,12,13,14,14,56,100,16,17,18,23,17,19,20,789,21,0,245,1034,22,23,24,25,1050,1028,0,2078,1,0,2,1,3,1,23,8,26,1,16,27,2008,76,3,836,17,17,24,0,102,0,0,0,0,2,2,2,0,4,2008,77,78,339750
20,0,68,9571,1,2,3,4,5,6,7,104,9,9,10,34,5,3,1958,1958,12,13,164,145,36,0,17,66,37,17,66,19,21,0,21,0,1276,1276,22,17,24,83,1276,0,0,1276,0,0,1,0,3,1,17,5,113,0,2,27,1958,21,1,350,17,17,24,0,0,0,0,0,0,2,2,2,0,6,2009,92,47,60000
190,0,100,34650,1,2,3,94,5,6,7,112,9,9,68,34,5,5,1955,1955,71,13,43,43,36,0,17,17,37,17,17,40,72,1056,21,0,0,1056,22,17,96,25,1056,0,0,1056,1,0,1,0,3,1,17,5,26,0,2,27,1955,76,2,572,17,17,24,264,0,0,0,0,0,2,2,2,0,1,2006,29,30,145000
20,111,2,4403,1,2,79,4,5,6,7,55,9,9,10,34,7,5,2009,2009,12,13,35,35,56,432,23,17,18,23,17,49,20,578,21,0,892,1470,22,23,24,25,1478,0,0,1478,1,0,2,1,2,1,16,7,26,1,16,27,2009,76,2,484,17,17,24,0,144,0,0,0,0,2,2,2,0,6,2010,77,78,222000
30,61,56,8960,1,93,3,4,5,6,7,62,63,9,10,34,5,6,1927,1950,12,13,74,44,36,0,17,17,37,17,17,19,21,0,21,0,1008,1008,22,16,24,83,1028,0,0,1028,0,0,1,0,2,1,17,5,26,1,16,46,1927,21,2,360,17,17,24,0,0,130,0,0,0,2,2,2,0,3,2010,29,30,115000
60,0,59,11228,1,2,79,4,5,85,7,89,9,9,10,11,7,5,1993,1993,12,13,14,14,36,0,16,17,18,16,17,19,60,50,20,531,499,1080,22,23,24,25,1080,1017,0,2097,0,1,2,1,3,1,16,9,26,1,17,27,1993,21,3,678,17,17,24,196,187,0,0,0,0,2,2,2,0,12,2008,29,30,228000
20,0,73,8899,1,2,39,4,5,6,7,112,9,9,10,34,7,5,2007,2007,12,13,14,14,36,0,16,17,18,16,17,49,20,24,21,0,1316,1340,22,23,24,25,1340,0,0,1340,0,0,2,0,3,1,16,6,26,0,2,27,2007,76,2,396,17,17,24,100,30,0,0,0,0,2,2,2,0,8,2007,77,78,181134
60,0,74,7844,1,2,3,4,5,6,7,70,9,9,10,11,6,7,1978,1978,71,13,59,59,15,203,17,17,37,17,17,19,38,209,21,0,463,672,22,17,24,25,672,728,0,1400,0,0,1,1,3,1,17,6,26,1,17,27,1978,76,2,440,17,17,24,0,0,0,0,0,0,2,2,2,0,3,2006,29,30,149500
70,0,86,22420,1,2,39,4,5,6,7,42,33,9,10,11,6,6,1918,1950,71,13,43,122,36,0,17,17,45,16,17,19,60,1128,21,0,242,1370,125,17,96,83,1370,1254,0,2624,1,0,2,1,4,1,17,10,26,1,16,46,1918,21,3,864,17,17,96,0,0,0,0,0,0,2,2,2,0,11,2007,29,30,239000
50,0,60,8160,1,2,3,4,5,6,7,104,9,9,10,51,5,6,1940,1950,12,13,35,35,36,0,17,17,45,17,17,19,38,312,21,0,444,756,22,66,96,64,756,378,0,1134,1,0,1,1,3,1,17,7,26,0,2,46,1940,21,1,240,17,17,109,0,0,0,0,0,0,2,2,2,0,4,2007,29,107,126000
20,0,65,8450,1,2,3,4,5,6,7,81,9,9,10,34,5,6,1968,1968,12,13,14,14,36,0,17,17,37,17,17,19,60,775,21,0,281,1056,22,23,24,25,1056,0,0,1056,1,0,1,0,3,1,17,6,26,1,66,27,1968,21,1,304,17,17,24,0,85,184,0,0,0,2,2,2,0,7,2010,29,30,142000
90,61,78,7060,1,2,3,4,5,6,7,50,9,9,86,110,7,5,1997,1998,12,13,14,14,15,200,17,16,18,16,16,16,20,1309,21,0,35,1344,22,23,24,25,1344,0,0,1344,2,0,2,0,2,2,17,8,26,0,2,27,1997,76,4,784,17,17,24,0,0,0,0,0,0,2,2,2,0,11,2008,29,129,206300
20,0,2,16635,1,2,39,4,5,31,7,57,9,9,10,34,6,7,1977,2000,12,13,99,100,56,126,16,17,37,16,17,19,38,1246,21,0,356,1602,22,16,24,25,1602,0,0,1602,0,1,2,0,3,1,16,8,26,1,17,27,1977,76,2,529,17,17,24,240,0,0,0,0,0,2,2,2,0,6,2009,29,30,215000
20,0,100,21750,1,2,3,118,5,6,113,50,63,9,10,34,5,5,1954,1954,71,13,59,59,36,0,17,17,37,17,17,19,21,0,21,0,988,988,22,23,24,83,988,0,0,988,0,0,1,0,2,1,17,4,26,0,2,27,1954,28,2,520,17,17,96,0,0,0,0,0,0,2,2,2,0,2,2008,29,30,113000
60,0,80,9200,1,2,3,4,5,6,7,48,9,9,10,11,8,5,1998,1998,12,13,14,14,15,473,16,17,18,16,17,19,20,986,21,0,484,1470,22,16,24,25,1470,1160,0,2630,1,0,2,1,4,1,16,8,26,1,17,27,1998,76,3,696,17,17,24,0,66,0,0,0,0,2,2,2,0,6,2008,29,30,315000
20,0,72,9000,1,2,3,4,5,6,7,81,9,9,10,34,6,5,1956,1956,12,13,43,43,15,74,17,17,37,16,17,19,91,616,21,0,580,1196,22,16,24,83,1196,0,0,1196,1,0,1,0,2,1,17,6,26,1,16,27,1956,28,1,297,17,17,24,0,44,0,0,0,0,2,2,2,0,5,2008,29,30,139000
60,61,60,3378,1,93,3,118,5,6,7,62,9,9,10,11,7,8,1946,1992,12,13,59,59,36,0,17,16,37,17,17,19,21,0,21,0,651,651,22,16,24,25,707,682,0,1389,0,0,1,1,3,1,17,6,26,2,16,46,1947,21,1,240,17,17,109,0,0,126,0,0,0,2,2,2,0,9,2009,29,30,135000
80,0,2,12800,1,2,3,114,5,6,113,89,9,9,10,116,7,5,1989,1989,12,13,43,43,15,145,16,17,18,16,17,16,20,1518,21,0,0,1518,22,16,24,25,1644,0,0,1644,1,1,2,0,2,1,16,5,26,1,17,27,1989,76,2,569,17,17,24,80,0,0,0,396,0,2,2,2,0,8,2009,29,30,275000
20,0,77,8593,1,2,39,4,5,6,7,81,9,9,10,34,4,6,1957,1957,71,13,35,35,36,0,17,17,37,17,17,19,72,288,21,0,619,907,22,23,24,25,907,0,0,907,0,0,1,0,3,1,17,5,26,0,2,46,1964,21,1,352,17,17,24,0,0,0,0,0,0,2,2,2,0,7,2008,29,30,109008
20,0,64,6762,1,2,3,4,5,6,7,8,9,9,10,34,7,5,2007,2007,12,13,14,14,15,108,16,17,18,16,17,19,20,664,21,0,544,1208,22,23,24,25,1208,0,0,1208,1,0,2,0,2,1,16,6,26,0,2,27,2007,28,2,628,17,17,24,105,54,0,0,0,0,2,2,2,0,9,2007,77,78,195400
20,0,130,11457,1,2,39,4,5,41,7,108,9,9,10,34,6,5,1988,1988,12,13,59,59,36,0,17,17,37,16,17,40,20,1005,21,0,387,1392,22,17,24,25,1412,0,0,1412,1,0,2,0,3,1,16,6,26,1,17,27,1988,21,2,576,17,17,24,0,0,169,0,0,0,2,2,2,0,3,2009,29,30,175000
160,61,21,1680,1,2,3,4,5,6,7,147,9,9,117,11,6,5,1971,1971,12,13,59,59,15,232,17,17,37,17,17,19,38,387,21,0,96,483,22,17,24,25,483,504,0,987,0,0,1,1,2,1,17,4,26,0,2,46,1971,21,1,264,17,17,24,0,0,0,0,0,0,2,2,2,0,7,2008,92,47,85400
50,61,60,5586,1,2,39,94,5,6,7,62,33,9,10,51,6,7,1920,1998,12,13,35,35,36,0,17,17,45,17,17,19,21,0,21,0,901,901,22,16,24,25,1088,110,0,1198,0,0,1,0,4,1,17,7,26,0,2,2,2,2,0,0,2,2,96,0,98,0,0,0,0,2,53,2,0,9,2008,127,47,79900
160,61,24,1920,1,2,3,4,5,6,7,147,9,9,98,11,5,5,1971,1971,12,13,59,59,15,376,17,17,37,17,17,19,38,471,21,0,294,765,22,23,24,25,765,600,0,1365,1,0,1,1,2,1,17,6,65,0,2,46,1971,21,2,440,17,17,24,240,36,0,0,0,0,2,2,2,0,8,2007,29,30,122500
60,0,100,10839,1,2,39,4,5,41,7,112,9,9,10,11,6,5,1997,1998,12,13,14,14,36,0,17,17,18,16,17,19,21,0,21,0,926,926,22,23,24,25,926,678,0,1604,0,0,2,1,3,1,17,7,26,1,17,27,1997,76,2,470,17,17,24,0,36,0,0,0,0,2,2,2,0,7,2008,29,30,181000
180,61,21,1890,1,2,3,4,5,6,7,97,9,9,117,110,4,7,1972,1972,12,13,99,100,36,0,17,16,37,16,17,49,38,495,21,0,135,630,22,16,24,25,630,0,0,630,1,0,1,0,1,1,17,3,26,0,2,2,2,2,0,0,2,2,24,88,0,0,0,0,0,2,2,2,0,6,2008,29,30,81000
60,0,43,10667,1,2,79,4,5,85,7,8,58,9,10,11,7,6,1996,1996,12,13,14,14,36,0,16,17,18,16,17,49,20,385,38,344,70,799,22,23,24,25,827,834,0,1661,1,0,2,1,3,1,16,6,26,1,17,27,1996,28,2,550,17,17,24,158,61,0,0,0,0,2,2,2,0,4,2009,154,30,212000
50,61,40,4400,1,2,3,4,5,6,7,62,9,9,10,51,6,8,1920,1950,12,13,122,122,36,0,17,17,45,66,17,19,21,0,21,0,648,648,22,17,24,83,734,384,0,1118,0,0,1,0,2,1,17,6,26,0,2,46,1990,21,2,440,17,17,24,0,0,0,0,0,0,2,2,2,0,10,2006,29,30,116000
45,61,50,6000,1,2,3,4,5,6,7,67,9,9,10,69,6,7,1926,2004,12,13,43,43,36,0,16,17,18,17,17,19,21,0,21,0,884,884,22,16,24,25,904,0,0,904,0,0,1,0,2,1,17,4,26,0,2,46,1926,21,1,180,17,17,24,0,0,105,0,0,0,2,2,2,0,1,2009,29,30,119000
30,0,40,4280,1,2,3,4,5,6,7,42,9,9,10,34,5,6,1913,2002,12,13,74,122,36,0,17,17,18,17,17,19,91,365,21,0,75,440,22,17,96,25,694,0,0,694,0,0,1,0,2,1,16,4,26,1,16,46,1990,21,1,352,16,17,109,0,0,34,0,0,0,2,53,2,0,3,2007,29,30,90350
50,0,67,12354,1,93,3,4,5,41,7,104,9,9,10,51,6,8,1920,2000,12,13,43,43,36,0,17,17,45,17,66,40,21,0,21,0,684,684,22,16,24,25,684,512,0,1196,0,0,1,0,3,1,16,7,26,0,2,46,2005,21,2,528,17,17,24,0,46,0,0,0,0,2,84,54,800,8,2009,139,30,110000
20,0,105,15431,1,2,3,4,5,6,7,73,9,9,10,34,10,5,2008,2008,71,13,14,14,56,200,23,17,18,23,17,16,20,1767,38,539,788,3094,22,23,24,25,2402,0,0,2402,1,0,2,0,2,1,23,10,26,2,16,27,2008,76,3,672,17,17,24,0,72,0,0,170,0,2,2,2,0,4,2009,29,30,555000
90,0,92,12108,1,2,3,4,5,6,7,104,9,9,86,34,4,4,1955,1955,12,13,14,14,15,270,17,17,37,17,17,19,38,133,21,0,1307,1440,22,17,96,64,1440,0,0,1440,0,0,2,0,4,2,66,8,26,0,2,2,2,2,0,0,2,2,24,0,0,0,0,0,0,2,2,2,0,9,2008,29,30,118000
50,61,52,6240,1,2,3,4,5,6,7,67,9,9,10,51,5,7,1930,1992,12,13,35,35,36,0,17,17,18,17,17,19,21,0,21,0,1078,1078,22,17,24,25,1128,445,0,1573,0,0,2,0,3,1,17,8,26,1,16,46,1930,21,2,360,17,17,109,0,0,0,0,0,0,2,2,2,0,6,2008,29,30,162900
120,0,53,3922,1,2,3,4,5,6,7,146,9,9,98,34,7,5,2006,2007,12,13,74,44,15,72,16,17,18,23,17,49,21,0,21,0,1258,1258,22,23,24,25,1258,0,0,1258,0,0,2,0,2,1,16,6,26,1,16,27,2007,76,3,648,17,17,24,144,16,0,0,0,0,2,2,2,0,6,2007,77,78,172500
60,0,70,8750,1,2,3,4,5,6,7,8,9,9,10,11,7,5,1994,1995,12,13,14,14,36,0,16,16,18,16,17,19,20,642,21,0,273,915,22,23,24,25,933,975,0,1908,1,0,2,1,4,1,16,8,26,1,17,27,1994,21,2,493,17,17,24,144,133,0,0,0,0,2,2,2,0,7,2008,29,30,210000
20,0,73,9855,1,2,3,4,5,41,7,104,9,9,10,34,6,5,1956,1956,71,13,43,43,36,0,17,17,37,17,17,19,21,0,21,0,1436,1436,22,66,24,25,1689,0,0,1689,0,0,1,0,3,1,17,7,26,1,16,27,1956,21,2,480,17,17,24,0,0,0,0,0,0,2,53,2,0,11,2009,92,30,127500
20,0,137,16492,1,2,39,4,5,41,7,81,123,9,10,34,6,6,1966,2002,12,13,15,80,36,0,16,17,37,17,17,19,38,247,72,713,557,1517,22,23,24,25,1888,0,0,1888,0,0,2,1,2,1,16,6,113,1,16,27,1966,76,2,578,17,17,24,0,0,0,0,0,0,2,2,2,0,6,2010,29,30,190000
60,0,2,11214,1,2,39,4,5,41,7,112,9,9,10,11,7,5,1998,1999,12,13,14,14,36,0,16,17,18,16,17,19,21,0,21,0,930,930,22,16,24,25,956,930,0,1886,0,0,2,1,4,1,16,10,26,1,17,27,1998,76,2,431,17,17,24,89,0,0,0,0,0,2,2,2,0,7,2006,29,30,199900
50,61,50,8600,1,2,3,94,5,6,7,95,9,9,10,51,6,6,1937,1950,12,13,35,35,36,0,17,17,45,17,17,19,21,0,21,0,780,780,22,17,24,25,780,596,0,1376,0,0,2,0,3,1,17,7,26,1,16,46,1937,21,1,198,17,17,96,0,0,0,0,0,0,2,2,2,0,6,2006,29,30,119500
50,61,50,6000,1,2,3,4,5,6,7,62,9,9,10,51,3,7,1948,2002,12,13,35,35,36,0,17,16,37,17,17,19,38,331,21,0,318,649,22,23,24,25,679,504,0,1183,0,0,1,1,2,1,17,6,26,0,2,46,1981,21,1,308,17,17,24,0,176,0,0,0,0,2,2,2,0,6,2007,29,30,120000
30,61,70,5684,1,2,3,4,5,6,7,62,9,9,10,34,6,8,1930,2005,71,13,43,43,36,0,17,17,45,17,17,19,21,0,21,0,813,813,22,23,24,83,813,0,0,813,0,0,1,0,2,1,16,5,26,0,2,46,1932,21,1,270,66,66,96,0,113,0,0,0,0,2,2,2,0,6,2006,29,30,110000
20,0,62,70761,1,2,39,114,5,6,113,124,9,9,10,34,7,5,1975,1975,12,115,80,80,36,0,17,17,37,16,17,16,38,655,21,0,878,1533,22,17,24,25,1533,0,0,1533,1,0,2,0,2,1,16,5,26,2,17,27,1975,21,2,576,17,17,24,200,54,0,0,0,0,2,2,2,0,12,2006,29,30,280000
60,0,2,9303,1,2,39,4,5,41,7,108,9,9,10,11,6,5,1996,1997,71,13,14,14,15,42,16,17,18,23,17,19,38,742,21,0,130,872,22,23,24,25,888,868,0,1756,1,0,2,1,3,1,17,7,26,0,2,27,1996,76,2,422,17,17,24,144,122,0,0,0,0,2,2,2,0,7,2007,29,30,204000
60,111,75,9000,1,2,3,4,5,6,7,55,9,9,10,11,8,5,2008,2008,12,13,14,14,36,0,16,17,18,16,17,19,21,0,21,0,768,768,22,23,24,25,786,804,0,1590,0,0,2,1,3,1,16,6,26,0,2,27,2008,28,2,676,17,17,24,0,30,0,0,0,0,2,2,2,0,6,2009,29,30,210000
90,0,63,9297,1,2,3,4,5,6,7,50,9,9,86,34,5,5,1976,1976,12,13,80,80,36,0,17,17,37,17,17,19,38,1606,21,0,122,1728,22,17,24,25,1728,0,0,1728,2,0,2,0,4,2,17,8,26,0,2,46,1976,21,2,560,17,17,24,0,0,0,0,0,0,2,2,2,0,7,2006,29,138,188000
20,0,80,9600,1,2,3,4,5,6,7,57,9,9,10,34,7,6,1973,1973,71,13,59,59,15,320,17,17,37,17,17,19,38,916,21,0,326,1242,22,66,24,25,1242,0,0,1242,0,0,1,1,3,1,17,6,26,1,17,27,1973,21,2,528,17,17,24,0,0,0,0,0,0,2,2,2,0,9,2007,29,30,175500
70,61,34,4571,1,93,3,4,5,6,7,62,9,9,10,11,5,5,1916,1950,12,13,105,105,36,0,17,17,45,17,17,19,21,0,21,0,624,624,22,66,96,25,624,720,0,1344,0,0,1,0,4,1,17,7,26,0,2,46,1916,21,3,513,66,66,24,0,0,96,0,0,0,2,2,2,0,5,2008,92,47,98000
20,0,2,53227,1,2,39,114,5,85,113,124,9,9,10,34,4,6,1954,1994,133,161,80,80,36,0,17,17,37,16,17,16,60,1116,21,0,248,1364,22,23,24,25,1663,0,0,1663,1,0,1,0,2,1,16,6,65,2,16,27,1954,76,2,529,17,17,24,224,137,0,0,0,0,2,2,2,0,3,2008,29,30,256000
70,61,2,5100,1,93,3,4,5,6,7,62,9,9,10,11,8,7,1925,1996,71,13,122,44,36,0,17,16,18,17,17,19,21,0,21,0,588,588,22,66,24,25,833,833,0,1666,0,0,1,0,3,1,16,7,26,1,16,46,1925,21,1,228,17,17,24,192,63,0,0,0,0,2,53,2,0,6,2008,29,30,161000
50,0,2,7015,1,2,39,94,5,41,7,67,9,9,10,51,5,4,1950,1950,12,13,35,35,126,161,17,17,37,17,17,19,91,185,21,0,524,709,22,17,24,25,979,224,0,1203,1,0,1,0,3,1,16,5,26,1,17,46,1950,21,1,352,17,17,24,0,0,248,0,0,0,2,2,2,0,7,2009,29,30,110000
60,111,75,8004,1,2,39,4,5,6,7,55,121,9,10,11,8,5,2009,2009,12,13,14,14,56,110,16,17,18,16,17,19,20,544,21,0,288,832,22,23,24,25,832,1103,0,1935,1,0,2,1,3,1,17,8,26,0,2,75,2009,76,2,552,17,17,24,0,150,0,0,0,0,2,2,2,0,12,2009,77,78,263435
70,0,60,7200,1,2,3,4,5,6,7,151,33,9,10,11,7,9,1936,2007,12,13,43,43,36,0,16,16,18,16,16,19,38,350,60,210,0,560,22,23,24,25,575,560,0,1135,1,0,1,0,3,1,16,6,26,0,2,46,1971,28,2,576,17,17,24,256,0,0,0,0,0,2,53,2,0,4,2009,29,30,155000
20,0,60,8281,1,2,39,4,5,6,7,70,9,9,10,34,5,5,1965,1965,12,13,35,35,36,0,17,17,37,17,17,19,72,553,60,311,0,864,22,16,24,25,864,0,0,864,0,0,1,0,3,1,17,5,26,1,131,46,1965,21,1,360,17,17,24,0,0,236,0,0,0,2,82,2,0,12,2009,29,30,62383
70,0,74,11988,1,2,39,118,5,6,113,42,9,9,10,11,6,7,1934,1995,71,13,122,122,36,0,17,17,37,17,17,19,91,326,21,0,389,715,22,66,24,83,849,811,0,1660,0,0,1,1,3,1,17,6,26,1,16,46,1939,21,1,240,17,17,24,0,0,0,0,0,0,2,2,2,0,8,2008,29,30,188700
20,0,60,8430,1,2,3,118,5,6,113,8,9,9,10,34,5,5,1978,1978,12,13,59,59,15,136,17,17,37,16,17,19,72,616,21,0,424,1040,22,17,24,25,1040,0,0,1040,0,0,2,0,3,1,17,5,26,0,2,2,2,2,0,0,2,2,24,0,0,0,0,0,0,2,2,2,0,8,2009,29,30,124000
120,61,2,3072,1,2,3,4,5,6,7,146,9,9,98,34,7,5,2004,2004,71,13,14,14,15,18,16,17,18,16,17,19,21,0,21,0,1375,1375,22,23,24,25,1414,0,0,1414,0,0,2,0,2,1,16,6,26,1,17,27,2004,76,2,398,17,17,24,144,20,0,0,0,0,2,2,2,0,5,2006,29,30,178740
20,0,85,10628,1,2,3,4,5,6,7,81,9,9,10,34,7,5,1970,1970,133,161,80,80,36,0,17,16,37,17,16,16,20,778,21,0,499,1277,22,17,24,25,1277,0,0,1277,1,0,1,0,2,1,17,5,26,1,131,27,1970,21,2,526,17,17,24,0,0,0,0,176,0,2,82,2,0,4,2007,29,30,167000
70,0,79,9480,1,2,3,4,5,6,7,81,63,9,10,11,5,7,1942,1995,12,13,35,35,56,224,17,17,37,17,17,19,91,386,21,0,342,728,22,23,24,25,888,756,0,1644,0,0,1,1,3,1,16,7,26,2,16,27,1942,21,1,312,17,17,24,168,0,0,0,0,0,2,2,2,0,6,2007,29,30,146500
20,0,98,11428,1,2,39,4,5,6,7,73,9,9,10,34,8,5,2006,2006,12,13,14,14,56,248,16,17,18,16,17,19,21,0,21,0,1626,1626,22,23,24,25,1634,0,0,1634,0,0,2,0,3,1,16,7,26,1,16,27,2006,28,3,866,17,17,24,0,44,0,0,0,0,2,2,2,0,5,2007,29,30,250000
60,0,76,9291,1,2,39,4,5,41,7,89,148,9,10,11,6,5,1993,1993,12,13,59,59,15,120,16,17,18,16,17,19,20,426,21,0,406,832,22,23,24,25,832,878,0,1710,0,0,2,1,3,1,16,7,26,0,2,27,1993,28,2,506,17,17,24,144,70,0,0,0,0,2,2,2,0,6,2008,29,30,187000
120,0,2,6820,1,2,39,4,5,41,7,119,9,9,98,34,8,5,1985,1985,12,13,59,59,36,0,16,17,18,16,17,49,20,368,60,1120,0,1488,22,17,24,25,1502,0,0,1502,1,0,1,1,1,1,16,4,26,0,2,27,1985,28,2,528,17,17,24,0,54,0,0,140,0,2,2,2,0,6,2010,29,30,212000
60,0,92,11952,1,2,3,4,5,6,7,57,123,9,10,11,7,6,1977,1977,130,142,74,80,36,0,17,17,37,16,17,19,21,0,21,0,808,808,22,17,24,25,1161,808,0,1969,0,0,2,1,3,1,17,8,26,1,16,27,1977,28,2,534,17,17,24,0,0,0,0,276,0,2,2,2,0,11,2007,29,30,190000
180,61,35,3675,1,2,3,4,5,6,7,104,9,9,98,116,6,5,2005,2005,12,13,14,14,15,80,17,17,18,16,17,16,20,459,21,0,88,547,22,23,24,25,1072,0,0,1072,1,0,1,0,2,1,17,5,26,0,2,128,2005,28,2,525,17,17,24,0,28,0,0,0,0,2,2,2,0,6,2008,29,30,148000
20,0,110,14977,1,2,39,4,5,6,7,73,9,9,10,34,8,5,2006,2007,12,13,14,14,15,304,16,17,18,23,17,16,20,1350,21,0,626,1976,22,23,24,25,1976,0,0,1976,1,0,2,0,2,1,16,7,26,1,23,27,2006,28,3,908,17,17,24,250,63,0,0,0,0,2,2,2,0,7,2007,77,78,440000
120,0,41,5330,1,2,3,4,5,6,7,119,9,9,98,34,8,5,2000,2000,12,13,99,100,36,0,16,17,18,16,17,49,20,1196,21,0,298,1494,22,23,24,25,1652,0,0,1652,1,0,2,0,2,1,23,6,26,0,2,27,2000,28,2,499,17,17,24,96,48,0,0,0,0,2,2,2,0,8,2007,29,30,251000
20,0,80,8480,1,2,3,4,5,41,7,70,9,9,10,34,5,6,1963,1963,71,13,59,59,36,0,17,17,37,17,17,19,20,630,21,0,340,970,22,17,24,25,970,0,0,970,1,0,1,0,2,1,17,5,26,0,2,46,1996,21,2,624,17,17,24,0,24,0,0,192,0,2,2,2,0,7,2007,29,30,132500
20,0,75,13125,1,2,3,4,5,6,113,8,9,9,10,34,6,5,1997,1998,12,13,14,14,15,215,17,17,18,16,17,16,20,994,21,0,484,1478,22,23,24,25,1493,0,0,1493,1,0,2,0,3,1,16,7,26,1,17,27,1997,76,2,508,17,17,24,140,39,0,0,0,0,2,2,2,0,4,2008,29,30,208900
60,0,105,13693,1,2,3,4,5,6,7,73,9,9,10,11,9,5,2006,2006,71,13,14,14,15,772,23,17,18,16,17,49,21,0,21,0,2153,2153,22,23,24,25,2069,574,0,2643,0,0,2,1,3,1,23,9,26,1,16,75,2006,76,3,694,17,17,24,414,84,0,0,0,0,2,2,2,0,3,2007,29,30,380000
20,0,79,10637,1,2,3,4,5,6,7,8,9,9,10,34,8,5,2007,2008,71,13,14,14,56,336,16,17,18,23,17,16,20,1288,21,0,417,1705,22,23,24,25,1718,0,0,1718,1,0,2,0,3,1,16,7,26,1,16,27,2007,28,3,826,17,17,24,208,44,0,0,0,0,2,2,2,0,9,2009,29,30,297000
30,61,50,5925,1,2,3,94,5,6,7,62,9,9,10,34,4,7,1937,2000,71,13,122,122,126,435,17,17,45,66,17,19,72,168,21,0,739,907,22,17,24,25,1131,0,0,1131,0,0,1,0,2,1,17,7,26,0,2,46,1995,21,2,672,17,17,24,0,72,0,0,0,0,2,53,2,0,3,2007,29,129,89471
20,0,98,16033,1,2,39,4,5,31,7,73,9,9,10,34,9,5,2004,2005,71,13,14,14,15,378,16,17,18,23,17,16,20,1261,21,0,572,1833,22,23,24,25,1850,0,0,1850,1,0,2,0,3,1,16,8,26,1,16,27,2004,76,3,772,17,17,24,519,112,0,0,0,0,2,2,2,0,3,2006,29,30,326000
20,0,72,11846,1,2,39,118,5,6,7,73,9,9,10,34,9,5,2003,2004,71,13,14,14,15,562,16,17,18,23,17,16,20,1567,21,0,225,1792,22,23,24,25,1792,0,0,1792,1,0,2,0,2,1,23,6,26,1,16,27,2003,76,3,874,17,17,24,206,49,0,0,0,0,2,2,2,0,8,2006,29,30,374000
70,61,50,2500,1,1,3,4,5,41,7,62,9,9,10,11,7,8,1915,2005,12,13,122,122,36,0,16,17,18,17,17,19,38,299,21,0,611,910,22,23,24,25,916,910,0,1826,1,0,1,1,4,1,23,7,143,1,16,27,1915,21,1,164,66,66,24,0,0,0,0,0,0,2,2,2,0,6,2009,29,30,155000
120,61,32,4500,1,2,3,4,5,31,7,50,9,9,117,34,6,5,1998,1998,71,13,14,14,15,116,17,17,18,23,17,19,20,897,21,0,319,1216,22,23,24,25,1216,0,0,1216,1,0,2,0,2,1,17,5,26,0,2,27,1998,21,2,402,17,17,24,0,125,0,0,0,0,2,2,2,0,5,2006,29,30,164000
20,0,2,7758,1,2,39,4,5,41,7,70,9,9,10,34,5,7,1962,2001,12,13,59,80,36,0,17,16,37,17,17,19,38,588,21,0,411,999,22,16,24,25,999,0,0,999,1,0,1,0,3,1,16,6,26,0,2,46,1963,21,1,264,17,17,24,0,132,0,0,0,0,2,2,2,0,3,2007,29,30,132500
20,0,80,9600,1,2,3,4,5,6,7,81,9,9,10,34,5,7,1950,2007,12,13,35,35,36,0,16,17,37,17,17,19,38,607,21,0,506,1113,22,16,24,25,1113,0,0,1113,0,0,1,0,3,1,16,5,26,1,16,27,1950,21,1,264,17,17,24,0,80,120,0,0,0,2,2,2,0,7,2009,29,30,147000
20,0,79,10289,1,2,3,4,5,6,7,81,9,9,10,34,5,7,1965,1965,71,13,35,35,15,168,17,17,37,17,17,19,38,836,21,0,237,1073,22,17,24,25,1073,0,0,1073,1,0,1,1,3,1,17,6,26,0,2,27,1965,28,2,515,17,17,24,0,0,0,0,0,0,2,2,2,0,6,2007,29,30,156000
20,0,70,12243,1,2,39,4,5,6,7,57,9,9,10,34,5,6,1971,1971,12,13,80,80,36,0,17,17,37,16,17,49,38,998,21,0,486,1484,22,16,24,25,1484,0,0,1484,0,0,2,0,3,1,17,7,26,1,17,27,1971,21,2,487,17,17,24,224,0,0,0,180,0,2,2,2,0,2,2007,29,30,175000
